support_priority_rank,listing_id,name,neighbourhood_cleansed,borough,room_type,minimum_nights,price,peer_median_price,price_gap_pct,available_days,total_days,vacancy_rate,support_reason
418,581673232497281944,Spacious 2 bedroom -apartment with eat in kitchen,Ditmars Steinway,Queens,Entire home/apt,30,225.0,180.0,0.25,364,365,0.9973,Strict 30+ night minimum AND price 25% above peer median; 100% vacant.
419,46415505,Bright and Stylish Atelier in New York City,Kips Bay,Manhattan,Private room,30,375.0,111.0,2.3784,363,365,0.9945,Strict 30+ night minimum AND price 238% above peer median; 99% vacant.
420,675939523002388461,Short train ride to U.S. Open and Citi Field,East Elmhurst,Queens,Entire home/apt,30,500.0,180.0,1.7778,363,365,0.9945,Strict 30+ night minimum AND price 178% above peer median; 99% vacant.
421,776989156532266496,Greenpoint Guest Suite,Greenpoint,Brooklyn,Private room,30,298.0,111.0,1.6847,363,365,0.9945,Strict 30+ night minimum AND price 168% above peer median; 99% vacant.
422,660204875025359364,Queen Room,Canarsie,Brooklyn,Private room,30,281.0,111.0,1.5315,363,365,0.9945,Strict 30+ night minimum AND price 153% above peer median; 99% vacant.
423,52128548,Family Friendly Villa w Pool,Fresh Meadows,Queens,Entire home/apt,30,430.0,180.0,1.3889,363,365,0.9945,Strict 30+ night minimum AND price 139% above peer median; 99% vacant.
424,1148649278684878945,Exclusive Lux Retreat Hells Kitchen & Hudson Yards,Hell's Kitchen,Manhattan,Entire home/apt,60,400.0,180.0,1.2222,363,365,0.9945,Strict 60+ night minimum AND price 122% above peer median; 99% vacant.
425,51441187,Modern Cozy 3br Home Just 10 Mins from Jfk,Springfield Gardens,Queens,Entire home/apt,30,377.0,180.0,1.0944,363,365,0.9945,Strict 30+ night minimum AND price 109% above peer median; 99% vacant.
426,38299089,83rd ST: Private and Quiet Haven Upper East APT,Upper East Side,Manhattan,Entire home/apt,30,372.0,180.0,1.0667,363,365,0.9945,Strict 30+ night minimum AND price 107% above peer median; 99% vacant.
427,1406079361312129786,Perfect place to call home,Upper East Side,Manhattan,Private room,30,225.0,111.0,1.027,363,365,0.9945,Strict 30+ night minimum AND price 103% above peer median; 99% vacant.
428,570195549062750609,Gorgeous Williamsburg Oasis,Williamsburg,Brooklyn,Entire home/apt,30,350.0,180.0,0.9444,363,365,0.9945,Strict 30+ night minimum AND price 94% above peer median; 99% vacant.
429,648775559661516156,Spacious Duplex Apt in New York,Crown Heights,Brooklyn,Entire home/apt,30,350.0,180.0,0.9444,363,365,0.9945,Strict 30+ night minimum AND price 94% above peer median; 99% vacant.
430,683917359584827882,Sun-lit 1 Bedroom 2 Bath Apartment on Wall Street,Financial District,Manhattan,Entire home/apt,30,350.0,180.0,0.9444,363,365,0.9945,Strict 30+ night minimum AND price 94% above peer median; 99% vacant.
431,762235443968582234,Spacious 3 bedroom with parking,Flushing,Queens,Entire home/apt,30,350.0,180.0,0.9444,363,365,0.9945,Strict 30+ night minimum AND price 94% above peer median; 99% vacant.
432,52968102,1BR in sunny spacious apt with deck & yard,Prospect-Lefferts Gardens,Brooklyn,Private room,30,208.0,111.0,0.8739,363,365,0.9945,Strict 30+ night minimum AND price 87% above peer median; 99% vacant.
433,1263758349868059423,Williamsburg Design Apartment,Williamsburg,Brooklyn,Entire home/apt,30,333.0,180.0,0.85,363,365,0.9945,Strict 30+ night minimum AND price 85% above peer median; 99% vacant.
434,847645121415435614,UWS Luxury Apt (Columbia U / St Luke’s),Morningside Heights,Manhattan,Entire home/apt,90,331.0,180.0,0.8389,363,365,0.9945,Strict 90+ night minimum AND price 84% above peer median; 99% vacant.
435,1418721904096280588,"Beautiful, tranquil private suite in a townhome",Crown Heights,Brooklyn,Private room,30,200.0,111.0,0.8018,363,365,0.9945,Strict 30+ night minimum AND price 80% above peer median; 99% vacant.
436,20951141,Brand New 2 Bedroom Right Next To Central Park,Harlem,Manhattan,Entire home/apt,30,318.0,180.0,0.7667,363,365,0.9945,Strict 30+ night minimum AND price 77% above peer median; 99% vacant.
437,1470970363595307965,1BR Retreat in Historic Bed-Stuy,Bedford-Stuyvesant,Brooklyn,Private room,30,196.0,111.0,0.7658,363,365,0.9945,Strict 30+ night minimum AND price 77% above peer median; 99% vacant.
438,1139765739288761497,Long Term UWS Near Central Park!,Upper West Side,Manhattan,Private room,30,195.0,111.0,0.7568,363,365,0.9945,Strict 30+ night minimum AND price 76% above peer median; 99% vacant.
439,52223877,Large lovely 2BR/3 bed brownstone garden apartment,Park Slope,Brooklyn,Entire home/apt,30,316.0,180.0,0.7556,363,365,0.9945,Strict 30+ night minimum AND price 76% above peer median; 99% vacant.
440,13139892,2 BR 1 bath condo within a condo,Harlem,Manhattan,Private room,30,192.0,111.0,0.7297,363,365,0.9945,Strict 30+ night minimum AND price 73% above peer median; 99% vacant.
441,6660511,Highly Sought After Location East Village NYC,East Village,Manhattan,Entire home/apt,30,300.0,180.0,0.6667,363,365,0.9945,Strict 30+ night minimum AND price 67% above peer median; 99% vacant.
442,20026248,Beach House,Rockaway Beach,Queens,Entire home/apt,30,299.0,180.0,0.6611,363,365,0.9945,Strict 30+ night minimum AND price 66% above peer median; 99% vacant.
443,1447458406547219826,Spacious house with backyard,Bushwick,Brooklyn,Entire home/apt,30,288.0,180.0,0.6,363,365,0.9945,Strict 30+ night minimum AND price 60% above peer median; 99% vacant.
444,595613559093932418,One bedroom with private bathroom in duplex / loft,Ridgewood,Queens,Private room,30,175.0,111.0,0.5766,363,365,0.9945,Strict 30+ night minimum AND price 58% above peer median; 99% vacant.
445,778211862154488577,Classic South Williamsburg APT,Williamsburg,Brooklyn,Private room,30,171.0,111.0,0.5405,363,365,0.9945,Strict 30+ night minimum AND price 54% above peer median; 99% vacant.
446,45727008,Private Garden Oasis in heart of Trendy Bushwick,Bushwick,Brooklyn,Entire home/apt,30,270.0,180.0,0.5,363,365,0.9945,Strict 30+ night minimum AND price 50% above peer median; 99% vacant.
447,1113172571561700595,Charming Modern Brooklyn Oasis,Bedford-Stuyvesant,Brooklyn,Entire home/apt,30,270.0,180.0,0.5,363,365,0.9945,Strict 30+ night minimum AND price 50% above peer median; 99% vacant.
448,9857854,East Village Duplex w/City Views,East Village,Manhattan,Entire home/apt,30,268.0,180.0,0.4889,363,365,0.9945,Strict 30+ night minimum AND price 49% above peer median; 99% vacant.
449,1321323479504031454,Charming 2 Bedroom Garden Unit,Crown Heights,Brooklyn,Entire home/apt,30,265.0,180.0,0.4722,363,365,0.9945,Strict 30+ night minimum AND price 47% above peer median; 99% vacant.
450,1514138307010003162,Modern Luxury Oasis,Sunset Park,Brooklyn,Private room,30,162.0,111.0,0.4595,363,365,0.9945,Strict 30+ night minimum AND price 46% above peer median; 99% vacant.
451,39033318,Exquisite 4 Bedroom 2.5 Bath with As Home Appeal,Crown Heights,Brooklyn,Entire home/apt,30,257.0,180.0,0.4278,363,365,0.9945,Strict 30+ night minimum AND price 43% above peer median; 99% vacant.
452,44631955,Large 1 Bedroom on Upper West Side. Prime Location,Upper West Side,Manhattan,Entire home/apt,30,251.0,180.0,0.3944,363,365,0.9945,Strict 30+ night minimum AND price 39% above peer median; 99% vacant.
453,42640224,Fully Furnish PH 2 bed 2 bath Duplex 1500 SQF,Theater District,Manhattan,Entire home/apt,90,250.0,180.0,0.3889,363,365,0.9945,Strict 90+ night minimum AND price 39% above peer median; 99% vacant.
454,47421830,Modern Condo w/Luxury Amenities by McCarren Park,Williamsburg,Brooklyn,Entire home/apt,60,245.0,180.0,0.3611,363,365,0.9945,Strict 60+ night minimum AND price 36% above peer median; 99% vacant.
455,834818502256471453,New Studio in Doorman Building with Gym,Midtown,Manhattan,Entire home/apt,30,245.0,180.0,0.3611,363,365,0.9945,Strict 30+ night minimum AND price 36% above peer median; 99% vacant.
456,777439966917556755,Bedroom in East Williamsburg,Williamsburg,Brooklyn,Private room,30,150.0,111.0,0.3514,363,365,0.9945,Strict 30+ night minimum AND price 35% above peer median; 99% vacant.
457,2349737,NYC Apt - Close to Metro & Mnhtn,Rego Park,Queens,Entire home/apt,30,235.0,180.0,0.3056,363,365,0.9945,Strict 30+ night minimum AND price 31% above peer median; 99% vacant.
458,4539480,"Large, Bohemian Loft in the Heart of Brooklyn",Greenpoint,Brooklyn,Entire home/apt,30,232.0,180.0,0.2889,363,365,0.9945,Strict 30+ night minimum AND price 29% above peer median; 99% vacant.
459,1542089161036624417,This place is all about convenience & comfort.,Woodhaven,Queens,Private room,30,143.0,111.0,0.2883,363,365,0.9945,Strict 30+ night minimum AND price 29% above peer median; 99% vacant.
460,53120519,"Beautiful home, parking on premises , comfy, quiet",Morris Park,Bronx,Entire home/apt,30,229.0,180.0,0.2722,363,365,0.9945,Strict 30+ night minimum AND price 27% above peer median; 99% vacant.
461,1191438920665329397,Beautiful 1 Bedroom Apartment,Laurelton,Queens,Entire home/apt,30,228.0,180.0,0.2667,363,365,0.9945,Strict 30+ night minimum AND price 27% above peer median; 99% vacant.
462,705279229767442266,HUGE Beautiful Room w/ private bath by the Train!,Bedford-Stuyvesant,Brooklyn,Private room,30,139.0,111.0,0.2523,363,365,0.9945,Strict 30+ night minimum AND price 25% above peer median; 99% vacant.
463,810830041327117144,Prospect Heights Brownstone,Prospect Heights,Brooklyn,Private room,30,537.5,111.0,3.8423,362,365,0.9918,Strict 30+ night minimum AND price 384% above peer median; 99% vacant.
464,1447913409568418846,Luxury 2 Bedroom 3 Bath,Upper East Side,Manhattan,Entire home/apt,30,500.0,180.0,1.7778,362,365,0.9918,Strict 30+ night minimum AND price 178% above peer median; 99% vacant.
465,4644669,Upper East Side,Upper East Side,Manhattan,Entire home/apt,30,495.0,180.0,1.75,362,365,0.9918,Strict 30+ night minimum AND price 175% above peer median; 99% vacant.
466,866698991976612799,Chic UES Apt w/ Housekeeping,Upper East Side,Manhattan,Entire home/apt,30,450.0,180.0,1.5,362,365,0.9918,Strict 30+ night minimum AND price 150% above peer median; 99% vacant.
467,681095875381595879,Beautiful room w/ nice pool and yard - 2 Guest Max,Prince's Bay,Staten Island,Private room,31,255.0,111.0,1.2973,362,365,0.9918,Strict 31+ night minimum AND price 130% above peer median; 99% vacant.
468,747698059198507352,"Artists & Hipsters Paradise, in Brooklyn NYC.",Williamsburg,Brooklyn,Private room,30,250.0,111.0,1.2523,362,365,0.9918,Strict 30+ night minimum AND price 125% above peer median; 99% vacant.
469,30439073,Gorgeous Long Island City 2  bedroom Condo,Long Island City,Queens,Entire home/apt,365,380.0,180.0,1.1111,362,365,0.9918,Strict 365+ night minimum AND price 111% above peer median; 99% vacant.
470,49011831,A PIECE OF ITALY! 3 BEDROOM APT IN LITTLE ITALY,Little Italy,Manhattan,Entire home/apt,30,376.0,180.0,1.0889,362,365,0.9918,Strict 30+ night minimum AND price 109% above peer median; 99% vacant.
471,818098463249824835,2bdrm in heart of Little Italy,Little Italy,Manhattan,Entire home/apt,30,375.0,180.0,1.0833,362,365,0.9918,Strict 30+ night minimum AND price 108% above peer median; 99% vacant.
472,2698984,Huge Modern Waterfront Home,Whitestone,Queens,Entire home/apt,30,365.0,180.0,1.0278,362,365,0.9918,Strict 30+ night minimum AND price 103% above peer median; 99% vacant.
473,49258364,Studio with Roof Deck,Tribeca,Manhattan,Entire home/apt,30,364.0,180.0,1.0222,362,365,0.9918,Strict 30+ night minimum AND price 102% above peer median; 99% vacant.
474,1186267082991370791,Luxe Brooklyn Villa,Midwood,Brooklyn,Entire home/apt,30,360.0,180.0,1.0,362,365,0.9918,Strict 30+ night minimum AND price 100% above peer median; 99% vacant.
475,1131903840207473600,NYC Gramercy Loft Apartment,Gramercy,Manhattan,Entire home/apt,30,350.0,180.0,0.9444,362,365,0.9918,Strict 30+ night minimum AND price 94% above peer median; 99% vacant.
476,830355450769846735,Greenpoint Duplex,Greenpoint,Brooklyn,Entire home/apt,30,332.0,180.0,0.8444,362,365,0.9918,Strict 30+ night minimum AND price 84% above peer median; 99% vacant.
477,9325979,Huge gorgeous Loft in the LES/Chinatown!,Chinatown,Manhattan,Entire home/apt,30,304.0,180.0,0.6889,362,365,0.9918,Strict 30+ night minimum AND price 69% above peer median; 99% vacant.
478,720710154234486243,One Bedroom Flat Midtown Manhattan Luxury Building,Chelsea,Manhattan,Entire home/apt,30,300.0,180.0,0.6667,362,365,0.9918,Strict 30+ night minimum AND price 67% above peer median; 99% vacant.
479,856617809936726317,Centrally located midtown east,Midtown,Manhattan,Entire home/apt,30,300.0,180.0,0.6667,362,365,0.9918,Strict 30+ night minimum AND price 67% above peer median; 99% vacant.
480,3272201,Gorgeous Chic Apt on Prime West Village Street,West Village,Manhattan,Entire home/apt,30,295.0,180.0,0.6389,362,365,0.9918,Strict 30+ night minimum AND price 64% above peer median; 99% vacant.
481,13564134,Beautiful Spacious 3 BR Cozy Apt.,Harlem,Manhattan,Entire home/apt,30,293.0,180.0,0.6278,362,365,0.9918,Strict 30+ night minimum AND price 63% above peer median; 99% vacant.
482,28734298,Lovely 1 Bedroom Apartment,Bedford-Stuyvesant,Brooklyn,Entire home/apt,30,290.0,180.0,0.6111,362,365,0.9918,Strict 30+ night minimum AND price 61% above peer median; 99% vacant.
483,4947515,Your Home with View in Greenpoint!,Greenpoint,Brooklyn,Entire home/apt,30,285.0,180.0,0.5833,362,365,0.9918,Strict 30+ night minimum AND price 58% above peer median; 99% vacant.
484,1310132992387121679,Beautiful Brooklyn Brownstone,Clinton Hill,Brooklyn,Entire home/apt,30,276.0,180.0,0.5333,362,365,0.9918,Strict 30+ night minimum AND price 53% above peer median; 99% vacant.
485,776267527494946591,"Beautiful, large, classic Brooklyn pre-war aptmnt",Flatbush,Brooklyn,Entire home/apt,30,275.0,180.0,0.5278,362,365,0.9918,Strict 30+ night minimum AND price 53% above peer median; 99% vacant.
486,38811858,Lovely 100 year old house,East Flatbush,Brooklyn,Entire home/apt,30,270.0,180.0,0.5,362,365,0.9918,Strict 30+ night minimum AND price 50% above peer median; 99% vacant.
487,594278892712646603,Spacious 2-Story Modern 4BR  in Brooklyn,East Flatbush,Brooklyn,Entire home/apt,30,268.0,180.0,0.4889,362,365,0.9918,Strict 30+ night minimum AND price 49% above peer median; 99% vacant.
488,1295948259529518223,The Tree House,Bedford-Stuyvesant,Brooklyn,Private room,30,160.0,111.0,0.4414,362,365,0.9918,Strict 30+ night minimum AND price 44% above peer median; 99% vacant.
489,749139083726291164,BnBapts Louise Suite - 15 min to LGA & Manhattan,Sunnyside,Queens,Entire home/apt,30,255.0,180.0,0.4167,362,365,0.9918,Strict 30+ night minimum AND price 42% above peer median; 99% vacant.
490,1414728327286682158,Modern Apartment in Brooklyn,Sheepshead Bay,Brooklyn,Shared room,30,231.0,167.0,0.3832,362,365,0.9918,Strict 30+ night minimum AND price 38% above peer median; 99% vacant.
491,1780748,Sunny 1 bedroom In The Heart of NYC,Murray Hill,Manhattan,Private room,30,151.0,111.0,0.3604,362,365,0.9918,Strict 30+ night minimum AND price 36% above peer median; 99% vacant.
492,4549557,Central Harlem,Harlem,Manhattan,Private room,30,146.0,111.0,0.3153,362,365,0.9918,Strict 30+ night minimum AND price 32% above peer median; 99% vacant.
493,53202170,1 bd apartment 2 blocks from the water in Red Hook,Red Hook,Brooklyn,Entire home/apt,30,236.0,180.0,0.3111,362,365,0.9918,Strict 30+ night minimum AND price 31% above peer median; 99% vacant.
494,19831458,HUGE Luxury Apartment minutes from Times Square,Hell's Kitchen,Manhattan,Entire home/apt,30,232.0,180.0,0.2889,362,365,0.9918,Strict 30+ night minimum AND price 29% above peer median; 99% vacant.
495,890794,Cozy- bedroom in Jackson Heights!,Jackson Heights,Queens,Private room,180,141.0,111.0,0.2703,362,365,0.9918,Strict 180+ night minimum AND price 27% above peer median; 99% vacant.
496,795641,2 bedroom - Gorgeous apt!,Ditmars Steinway,Queens,Entire home/apt,30,225.0,180.0,0.25,362,365,0.9918,Strict 30+ night minimum AND price 25% above peer median; 99% vacant.
497,5770483,Cozy Quiet 1 BR Apt Hell's Kitchen,Hell's Kitchen,Manhattan,Entire home/apt,30,300.0,180.0,0.6667,361,365,0.989,Strict 30+ night minimum AND price 67% above peer median; 99% vacant.
498,710897185427371328,Boho 1 bed apt In Williamsburg!,Williamsburg,Brooklyn,Entire home/apt,30,246.0,180.0,0.3667,361,365,0.989,Strict 30+ night minimum AND price 37% above peer median; 99% vacant.
499,1366276159114868718,Fort Greene Penthouse,Fort Greene,Brooklyn,Entire home/apt,30,350.0,180.0,0.9444,360,365,0.9863,Strict 30+ night minimum AND price 94% above peer median; 99% vacant.
500,8071687,Historic Townhouse Apartment,SoHo,Manhattan,Entire home/apt,30,298.0,180.0,0.6556,360,365,0.9863,Strict 30+ night minimum AND price 66% above peer median; 99% vacant.
501,23785875,Large Manhattan Duplex 30 mins to Times Square!,Washington Heights,Manhattan,Entire home/apt,30,264.0,180.0,0.4667,360,365,0.9863,Strict 30+ night minimum AND price 47% above peer median; 99% vacant.
502,1451393223247713643,Welcome To Our Tiny Townhouse,Williamsburg,Brooklyn,Entire home/apt,30,243.0,180.0,0.35,360,365,0.9863,Strict 30+ night minimum AND price 35% above peer median; 99% vacant.
503,1886820,Quaint City Island Community.,City Island,Bronx,Entire home/apt,30,300.0,180.0,0.6667,359,365,0.9836,Strict 30+ night minimum AND price 67% above peer median; 98% vacant.
504,726119851349364741,Nice and clean building and apartment,Gravesend,Brooklyn,Private room,30,167.0,111.0,0.5045,359,365,0.9836,Strict 30+ night minimum AND price 50% above peer median; 98% vacant.
505,8684886,2 bdrm/2 bath Brownstone Duplex with Private Deck,South Slope,Brooklyn,Entire home/apt,30,235.0,180.0,0.3056,359,365,0.9836,Strict 30+ night minimum AND price 31% above peer median; 98% vacant.
506,15345019,NYC Firehouse-Greenpoint BRKLYN,Greenpoint,Brooklyn,Private room,31,537.5,111.0,3.8423,358,365,0.9808,Strict 31+ night minimum AND price 384% above peer median; 98% vacant.
507,3191678,Private Townhouse in Riverdale NY,Fieldston,Bronx,Private room,30,537.5,111.0,3.8423,358,365,0.9808,Strict 30+ night minimum AND price 384% above peer median; 98% vacant.
508,571977872591258118,Stylish 3 bed/2.5 bath apt w/rooftop by Park Slope,Gowanus,Brooklyn,Private room,30,537.5,111.0,3.8423,358,365,0.9808,Strict 30+ night minimum AND price 384% above peer median; 98% vacant.
509,7053815,HUGE Entire Flr. Private Entry/Bath,Greenpoint,Brooklyn,Private room,100,400.0,111.0,2.6036,358,365,0.9808,Strict 100+ night minimum AND price 260% above peer median; 98% vacant.
510,965160360662831113,Renovated Brownstone Duplex,Carroll Gardens,Brooklyn,Entire home/apt,30,500.0,180.0,1.7778,358,365,0.9808,Strict 30+ night minimum AND price 178% above peer median; 98% vacant.
511,1522503727016343960,"2 Bed, 2 Bath on Wall Street, Manhattan, NY",Financial District,Manhattan,Entire home/apt,60,480.0,180.0,1.6667,358,365,0.9808,Strict 60+ night minimum AND price 167% above peer median; 98% vacant.
512,1527148434686891943,"Charming, spacious home base for NYC exploration",Flatbush,Brooklyn,Entire home/apt,30,463.0,180.0,1.5722,358,365,0.9808,Strict 30+ night minimum AND price 157% above peer median; 98% vacant.
513,634737185619080084,Family Surf House at the Beach,Arverne,Queens,Entire home/apt,30,453.0,180.0,1.5167,358,365,0.9808,Strict 30+ night minimum AND price 152% above peer median; 98% vacant.
514,858679273196045423,"Room in East Williamsburg, New York",Williamsburg,Brooklyn,Private room,30,275.0,111.0,1.4775,358,365,0.9808,Strict 30+ night minimum AND price 148% above peer median; 98% vacant.
515,19811816,"Modern townhouse in Clinton Hill, Brooklyn",Fort Greene,Brooklyn,Entire home/apt,30,427.0,180.0,1.3722,358,365,0.9808,Strict 30+ night minimum AND price 137% above peer median; 98% vacant.
516,47874453,Spacious Studio in Nolita/Soho - Longterm,Little Italy,Manhattan,Private room,120,257.0,111.0,1.3153,358,365,0.9808,Strict 120+ night minimum AND price 132% above peer median; 98% vacant.
517,21413190,Morden Corner Lux Apartment w/ River & City view,Upper West Side,Manhattan,Private room,300,250.0,111.0,1.2523,358,365,0.9808,Strict 300+ night minimum AND price 125% above peer median; 98% vacant.
518,12122102,Huge Bedroom in Upper Manhattan - Near A&1 Subway!,Inwood,Manhattan,Private room,30,250.0,111.0,1.2523,358,365,0.9808,Strict 30+ night minimum AND price 125% above peer median; 98% vacant.
519,487684,Modern Brownstone Duplex w/Garden,Boerum Hill,Brooklyn,Entire home/apt,150,400.0,180.0,1.2222,358,365,0.9808,Strict 150+ night minimum AND price 122% above peer median; 98% vacant.
520,53005830,Backyard oasis in brownstone duplex,Bedford-Stuyvesant,Brooklyn,Entire home/apt,30,395.0,180.0,1.1944,358,365,0.9808,Strict 30+ night minimum AND price 119% above peer median; 98% vacant.
521,891403684596430333,Beautiful Brooklyn 1BR w patio (Short Term Avail!),Cobble Hill,Brooklyn,Private room,30,240.0,111.0,1.1622,358,365,0.9808,Strict 30+ night minimum AND price 116% above peer median; 98% vacant.
522,27498398,"Spacious, Bright Harlem Treetop Duplex",East Harlem,Manhattan,Entire home/apt,30,387.0,180.0,1.15,358,365,0.9808,Strict 30+ night minimum AND price 115% above peer median; 98% vacant.
523,39381034,3 Bedroom 2.5 bath 3 floor Hosted Apartment,Bedford-Stuyvesant,Brooklyn,Entire home/apt,30,360.0,180.0,1.0,358,365,0.9808,Strict 30+ night minimum AND price 100% above peer median; 98% vacant.
524,50866798,Chic artist's loft central Williamsburg,Williamsburg,Brooklyn,Entire home/apt,30,360.0,180.0,1.0,358,365,0.9808,Strict 30+ night minimum AND price 100% above peer median; 98% vacant.
525,669517161697427565,Brand new 1 bedroom in Financial District,Financial District,Manhattan,Entire home/apt,30,350.0,180.0,0.9444,358,365,0.9808,Strict 30+ night minimum AND price 94% above peer median; 98% vacant.
526,878484956150776375,Brooklyns Baby,Clinton Hill,Brooklyn,Entire home/apt,30,322.0,180.0,0.7889,358,365,0.9808,Strict 30+ night minimum AND price 79% above peer median; 98% vacant.
527,46992656,Lovely 1 bedroom apartment in Murray Hill,Kips Bay,Manhattan,Entire home/apt,30,310.0,180.0,0.7222,358,365,0.9808,Strict 30+ night minimum AND price 72% above peer median; 98% vacant.
528,1232815754802641772,Bright & Modern 2-BD in Leafy BK,Bedford-Stuyvesant,Brooklyn,Entire home/apt,30,310.0,180.0,0.7222,358,365,0.9808,Strict 30+ night minimum AND price 72% above peer median; 98% vacant.
529,910673513043618573,Beautiful duplex,Bedford-Stuyvesant,Brooklyn,Entire home/apt,90,309.0,180.0,0.7167,358,365,0.9808,Strict 90+ night minimum AND price 72% above peer median; 98% vacant.
530,504362,1760 Sq ft Penthouse apartment,Prospect Heights,Brooklyn,Entire home/apt,30,304.0,180.0,0.6889,358,365,0.9808,Strict 30+ night minimum AND price 69% above peer median; 98% vacant.
531,3803622,Cozy West Village apartment,Civic Center,Manhattan,Entire home/apt,30,300.0,180.0,0.6667,358,365,0.9808,Strict 30+ night minimum AND price 67% above peer median; 98% vacant.
532,42467234,Oasis in the City!,South Slope,Brooklyn,Entire home/apt,30,300.0,180.0,0.6667,358,365,0.9808,Strict 30+ night minimum AND price 67% above peer median; 98% vacant.
533,10646179,Chelsea High Line Studio,Chelsea,Manhattan,Entire home/apt,30,295.0,180.0,0.6389,358,365,0.9808,Strict 30+ night minimum AND price 64% above peer median; 98% vacant.
534,934031903795021680,Cozy Room in the prime location,Downtown Brooklyn,Brooklyn,Private room,30,175.0,111.0,0.5766,358,365,0.9808,Strict 30+ night minimum AND price 58% above peer median; 98% vacant.
535,13122932,"East Village duplex: peaceful, bright & cheerful",East Village,Manhattan,Entire home/apt,365,283.0,180.0,0.5722,358,365,0.9808,Strict 365+ night minimum AND price 57% above peer median; 98% vacant.
536,6897066,Soho 1-BR Retreat: Prime Location & Stylish Design,SoHo,Manhattan,Entire home/apt,30,275.0,180.0,0.5278,358,365,0.9808,Strict 30+ night minimum AND price 53% above peer median; 98% vacant.
537,3511778,10th St / W Village  Junior Loft,Greenwich Village,Manhattan,Entire home/apt,60,273.0,180.0,0.5167,358,365,0.9808,Strict 60+ night minimum AND price 52% above peer median; 98% vacant.
538,1428563936017811568,Comfy Brooklyn Retreat,East New York,Brooklyn,Private room,30,167.0,111.0,0.5045,358,365,0.9808,Strict 30+ night minimum AND price 50% above peer median; 98% vacant.
539,633318450007507030,Lovely 2 bedroom Appartment in Brooklyn,Bedford-Stuyvesant,Brooklyn,Entire home/apt,30,269.0,180.0,0.4944,358,365,0.9808,Strict 30+ night minimum AND price 49% above peer median; 98% vacant.
540,881270779058567244,"Cozy, Comfy, Chic Space!",East Flatbush,Brooklyn,Private room,30,162.0,111.0,0.4595,358,365,0.9808,Strict 30+ night minimum AND price 46% above peer median; 98% vacant.
541,662719849289901468,Stylish NYC Apartment,Chelsea,Manhattan,Entire home/apt,30,253.0,180.0,0.4056,358,365,0.9808,Strict 30+ night minimum AND price 41% above peer median; 98% vacant.
542,54243687,Massive duplex w/ beautiful backyard in Greenpoint,Greenpoint,Brooklyn,Entire home/apt,30,250.0,180.0,0.3889,358,365,0.9808,Strict 30+ night minimum AND price 39% above peer median; 98% vacant.
543,45480128,Lower East Side Cool - Private Bath/BED + Terrace,Chinatown,Manhattan,Private room,365,150.0,111.0,0.3514,358,365,0.9808,Strict 365+ night minimum AND price 35% above peer median; 98% vacant.
544,591883582403156068,Stylish studio in a high-rise Downtown Brooklyn,Downtown Brooklyn,Brooklyn,Entire home/apt,45,242.0,180.0,0.3444,358,365,0.9808,Strict 45+ night minimum AND price 34% above peer median; 98% vacant.
545,491123,Cozy Lay Over Prospect Heights,Prospect Heights,Brooklyn,Private room,30,143.0,111.0,0.2883,358,365,0.9808,Strict 30+ night minimum AND price 29% above peer median; 98% vacant.
546,1353697223094683161,Sweet Oasis Your home away from home,Edenwald,Bronx,Private room,30,142.0,111.0,0.2793,358,365,0.9808,Strict 30+ night minimum AND price 28% above peer median; 98% vacant.
547,799298437148913940,Prime 1 Bd. Apt. in Midtown NYC,Murray Hill,Manhattan,Entire home/apt,30,228.0,180.0,0.2667,358,365,0.9808,Strict 30+ night minimum AND price 27% above peer median; 98% vacant.
548,1717226,Big Brooklyn House to Love,Bedford-Stuyvesant,Brooklyn,Entire home/apt,30,226.0,180.0,0.2556,358,365,0.9808,Strict 30+ night minimum AND price 26% above peer median; 98% vacant.
549,834949788293241118,Luxurious Designer Soho Loft,Chinatown,Manhattan,Entire home/apt,30,384.0,180.0,1.1333,357,365,0.9781,Strict 30+ night minimum AND price 113% above peer median; 98% vacant.
550,657114792493776062,Sun Drenched 1 Bedroom in Downtown New York!,Little Italy,Manhattan,Entire home/apt,30,350.0,180.0,0.9444,357,365,0.9781,Strict 30+ night minimum AND price 94% above peer median; 98% vacant.
551,38437629,The Garden Apartment - Private 2-bedroom in BKLYN,Bedford-Stuyvesant,Brooklyn,Entire home/apt,30,265.0,180.0,0.4722,357,365,0.9781,Strict 30+ night minimum AND price 47% above peer median; 98% vacant.
552,5520934,Huge one bedroom with great light and better vibes,Williamsburg,Brooklyn,Entire home/apt,30,225.0,180.0,0.25,357,365,0.9781,Strict 30+ night minimum AND price 25% above peer median; 98% vacant.
553,1392912634487755545,Modern 1BR in Upscale UES Tower,Midtown,Manhattan,Entire home/apt,30,350.0,180.0,0.9444,356,365,0.9753,Strict 30+ night minimum AND price 94% above peer median; 98% vacant.
554,424767,"Spacious, Furnished Unit with Private Backyard",Midtown,Manhattan,Entire home/apt,30,246.0,180.0,0.3667,356,365,0.9753,Strict 30+ night minimum AND price 37% above peer median; 98% vacant.
555,796660992700511337,Tres Beau Brooklyn,Canarsie,Brooklyn,Entire home/apt,30,233.0,180.0,0.2944,356,365,0.9753,Strict 30+ night minimum AND price 29% above peer median; 98% vacant.
